,A1, A2, A3, A4, A5, A6, A7, A8, A9,y
2918,82,0,86,0,-10,13,3,96,92,0
2919,42,23,77,0,28,0,35,48,14,1
2920,104,3,105,3,70,0,1,35,34,0
2921,81,0,84,0,-12,7,3,97,94,0
2922,80,1,84,0,-42,-23,4,128,124,0
2923,79,0,83,0,-40,-13,4,125,120,0
2924,81,0,85,-3,-22,0,4,108,104,0
2925,79,0,84,7,-38,0,4,123,118,0
2926,81,3,85,0,-40,8,4,126,122,0
2927,108,0,109,0,72,5,1,36,36,0
2928,85,2,88,4,-2,0,3,91,88,0
2929,82,0,86,0,-12,-4,3,99,96,0
2930,114,4400,106,50,34,-13,-8,72,80,0
2931,80,1,84,0,-28,-10,4,112,108,0
2932,107,1,109,6,72,1,2,36,34,0
2933,79,-2,83,0,-30,0,4,114,110,0
2934,81,0,86,3,-24,-11,4,112,108,0
2935,79,0,84,-1,-40,8,4,125,120,0
2936,106,0,108,7,70,0,2,38,36,0
2937,81,0,84,0,-20,5,4,105,102,0
2938,83,0,86,0,-2,21,4,89,86,0
2939,76,0,81,-1,-42,-22,5,125,120,0
2940,102,4,103,2,70,-3,1,33,32,0
2941,82,4,86,0,-40,4,4,128,124,0
2942,104,1,106,1,72,7,1,33,32,0
2943,84,0,88,0,-2,-13,3,90,88,0
2944,82,0,86,-2,-40,1,4,128,124,0
2945,85,0,88,-1,2,-4,3,86,82,0
2946,101,0,102,0,72,2,1,29,28,0
2947,83,-1,86,-3,-4,0,3,92,88,0
2948,79,0,83,5,-40,14,5,125,120,0
2949,81,0,84,0,-12,30,3,97,94,0
2950,79,0,83,0,-42,24,4,127,122,0
2951,103,-4,104,0,72,12,1,32,30,0
2952,85,-1,89,0,2,-1,4,86,82,0
2953,57,92,80,0,34,0,23,46,24,1
2954,107,1,108,1,72,10,1,36,34,0
2955,78,4,83,5,-42,-17,4,126,122,0
2956,77,-1,81,0,-40,0,4,123,118,0
2957,105,0,106,-1,70,-1,1,36,36,0
2958,106,0,108,3,70,0,2,38,36,0
2959,107,-5,108,-3,72,4,1,36,34,0
2960,81,-3,85,0,-40,4,4,126,122,0
2961,80,0,84,3,-24,6,4,110,106,0
2962,85,0,88,-1,2,-3,3,86,82,0
2963,102,0,102,-5,70,-3,1,33,32,0
2964,101,0,102,0,70,-15,1,32,32,0
2965,85,0,89,1,6,20,4,84,80,0
2966,102,0,104,5,70,-2,2,34,32,0
2967,106,3,108,2,72,5,1,35,34,0
2968,78,0,83,8,-46,0,4,129,124,0
2969,81,0,85,2,-12,0,4,98,94,0
2970,82,-2,86,-1,-40,0,5,128,124,0
2971,84,2,86,-2,-4,0,3,92,88,0
2972,82,0,86,0,-10,7,3,96,92,0
2973,80,-1,84,-2,-40,4,4,125,122,0
2974,85,0,88,-4,2,0,3,85,82,0
2975,72,6,76,3,-42,-4,4,119,116,0
2976,102,-1,103,0,72,21,1,31,30,0
2977,80,-1,84,0,-42,0,5,128,124,0
2978,82,1,86,0,-22,5,4,109,106,0
2979,84,0,88,-2,6,-7,4,83,78,0
2980,79,0,83,-1,-30,29,4,114,110,0
2981,101,0,102,-1,72,0,1,29,28,0
2982,87,4,89,0,8,2,2,81,78,0
2983,81,0,85,0,-40,5,4,126,122,0
2984,81,-3,85,-1,-40,5,4,126,122,0
2985,101,0,102,0,72,6,1,29,28,0
2986,78,2,82,5,-42,0,4,126,122,0
2987,85,0,88,-36,0,0,3,88,84,0
2988,106,5,107,0,70,0,1,37,36,0
2989,106,-1,107,-3,70,0,1,37,36,0
2990,85,0,89,2,2,-6,4,86,82,0
2991,81,-1,84,0,-14,2,4,100,96,0
2992,104,-4,105,-3,70,-21,1,35,34,0
2993,81,1,86,0,-40,3,4,127,122,0
2994,82,0,86,0,-40,5,4,128,124,0
2995,85,0,88,0,0,-11,3,88,86,0
2996,105,7,106,2,72,7,1,34,34,0
2997,84,0,88,-2,6,-7,5,83,78,0
2998,104,0,105,-3,70,0,1,35,34,0
2999,79,1,83,6,-42,-20,5,127,122,0
3000,82,0,86,0,-10,12,3,96,92,0
3001,80,0,84,0,-36,-6,4,120,116,0
3002,79,0,83,0,-38,15,4,122,118,0
3003,85,0,88,0,6,17,3,83,80,0
3004,79,0,83,0,-30,14,4,114,110,0
3005,102,-14,107,0,70,0,5,37,32,0
3006,104,-3,106,0,70,0,1,36,34,0
3007,103,2,104,1,70,0,1,35,34,0
3008,71,2,76,5,-42,-7,4,119,116,0
3009,78,0,83,1,-46,0,4,129,124,0
3010,101,0,102,0,72,10,1,29,28,0
3011,84,0,88,-1,-2,-7,3,90,88,0
3012,74,1,79,3,-42,0,4,123,118,0
3013,81,1,85,0,-40,12,4,126,122,0
3014,104,-3,105,0,72,8,1,33,32,0
3015,84,-1,88,-3,6,-9,5,83,78,0
3016,77,3,82,8,-40,19,5,123,118,0
3017,82,0,86,0,-40,7,4,128,124,0
3018,107,3,108,0,70,0,1,38,36,0
3019,85,0,88,0,2,7,3,86,82,0
3020,79,0,83,0,-42,8,4,127,122,0
3021,82,1,86,0,-40,6,4,128,124,0
3022,101,0,102,-7,72,0,1,29,28,0
3023,81,0,84,0,-20,3,4,105,102,0
3024,107,0,108,0,72,3,1,35,34,0
3025,80,-2,84,0,-22,-30,4,108,104,0
3026,81,0,84,0,-22,0,3,108,104,0
3027,80,0,85,8,-40,12,5,126,122,0
3028,101,0,102,0,72,0,1,29,28,0
3029,104,-1,105,-1,70,0,1,35,34,0
3030,82,-1,86,0,-4,-10,3,91,88,0
3031,82,-2,86,0,-40,0,5,128,124,0
3032,77,5,81,0,-42,0,4,125,120,0
3033,79,-1,83,-1,-40,2,4,124,120,0
3034,44,27,77,0,28,0,33,48,16,1
3035,84,0,88,0,0,10,3,88,84,0
3036,105,3,106,1,70,0,1,36,34,0
3037,105,-1,106,-3,70,0,1,36,34,0
3038,79,0,83,2,-42,-16,5,127,122,0
3039,85,2,88,0,2,-27,3,86,82,0
3040,80,0,84,-1,-38,-7,4,123,118,0
3041,81,0,86,4,-40,4,5,127,122,0
3042,81,-3,86,-3,-40,0,4,127,122,0
3043,81,0,84,0,-14,-6,3,99,96,0
3044,85,0,89,2,2,-14,4,86,82,0
3045,105,3,108,0,70,0,2,38,36,0
3046,81,0,84,0,-20,19,4,105,102,0
3047,82,-2,86,0,-6,0,4,94,90,0
3048,76,0,81,2,-42,0,5,125,120,0
3049,102,0,103,5,72,30,1,31,30,0
3050,84,0,88,0,6,0,4,83,80,0
3051,84,4,86,-1,-4,0,3,92,88,0
3052,74,8,78,4,-42,0,4,122,118,0
3053,79,-1,83,-10,-32,-26739,4,117,112,0
3054,107,3,108,5,72,1,1,36,34,0
3055,85,0,88,-1,6,21,3,83,80,0
3056,81,-1,86,2,-40,7,5,127,122,0
3057,81,0,84,6,-14,-12,4,100,96,0
3058,83,0,86,0,-6,-9,3,94,90,0
3059,80,0,84,0,-42,-6,4,128,124,0
3060,81,0,85,-7,-22,0,4,108,104,0
3061,82,0,85,-3,-2,10,3,88,84,0
3062,105,0,106,-2,70,-2,1,36,36,0
3063,81,0,84,0,-18,-22,3,103,100,0
3064,49,22,79,0,42,0,30,37,8,1
3065,105,0,106,-4,72,10,1,34,34,0
3066,79,0,83,0,-30,6,4,114,110,0
3067,85,0,88,-4,2,0,3,86,82,0
3068,104,3,105,6,70,0,1,35,34,0
3069,83,0,86,-1,-6,-24,3,94,90,0
3070,79,2,83,0,-40,14,4,125,120,0
3071,104,-3,105,-2,70,-30,1,35,34,0
3072,85,0,88,0,0,30,3,88,84,0
3073,103,-2,104,-6,70,-23,1,34,34,0
3074,81,1,85,3,-24,0,4,111,106,0
3075,82,-4,86,0,-4,-27,4,91,88,0
3076,86,6,89,0,8,0,3,81,78,0
3077,82,2,86,0,-2,5,3,88,84,0
3078,82,0,86,2,-6,5,4,94,90,0
3079,84,0,88,-1,6,-3,4,83,78,0
3080,84,-5,88,0,2,0,3,85,82,0
3081,104,-8,107,-1,70,0,3,37,34,0
3082,78,0,82,1,-40,0,4,123,120,0
3083,107,1,109,8,72,1,2,36,34,0
3084,102,0,103,6,72,28,1,31,30,0
3085,104,0,104,-1,70,0,1,35,34,0
3086,84,-1,88,0,6,0,4,83,78,0
3087,77,4,81,0,-42,0,4,125,120,0
3088,64,78,82,0,-42,-6,18,126,108,1
3089,81,3,86,1,-40,10,4,127,122,0
3090,83,-2,86,0,-2,25,4,89,86,0
3091,79,0,83,0,-30,9,4,114,110,0
3092,80,3,84,0,-40,15,4,125,122,0
3093,80,1,84,0,-36,1,4,121,116,0
3094,82,0,86,1,-40,7,5,128,124,0
3095,108,2,109,0,72,5,1,36,36,0
3096,84,0,87,0,0,4,3,87,84,0
3097,105,-4,107,-2,70,0,2,37,34,0
3098,83,0,86,0,-4,25,3,92,88,0
3099,105,5,107,9,72,5,1,35,34,0
3100,102,0,103,3,70,-4,1,33,32,0
3101,84,4,86,-2,-4,0,3,92,88,0
3102,85,0,88,0,2,23,3,86,82,0
3103,79,0,83,-1,-40,0,4,125,120,0
3104,79,0,84,0,-40,1,4,125,120,0
3105,105,-5,106,1,72,3,2,34,32,0
3106,80,-1,84,-7,-20,0,4,105,100,0
3107,76,2,81,0,-42,0,4,125,120,0
3108,77,0,81,0,-42,0,4,125,122,0
3109,104,5,106,6,70,-29,1,36,34,0
3110,103,-2,104,-1,70,0,1,35,34,0
3111,82,0,86,-1,-10,3,3,96,92,0
3112,101,-2,102,-3,72,0,1,29,28,0
3113,79,-1,83,0,-32,85,4,117,112,0
3114,87,2,89,0,8,1,2,81,78,0
3115,84,0,87,6,-2,0,3,90,86,0
3116,76,0,80,0,-42,-17,4,124,120,0
3117,85,0,89,0,2,-11,4,86,82,0
3118,80,1,84,0,-38,0,4,123,118,0
3119,82,0,86,3,-12,0,4,99,94,0
3120,102,4,102,1,72,18,1,30,30,0
3121,80,0,84,0,-38,-3,4,123,118,0
3122,105,-2,107,-4,70,0,2,37,36,0
3123,85,0,89,0,2,-10,4,86,82,0
3124,81,1,85,0,-40,9,4,126,122,0
3125,85,-3,88,0,0,0,3,88,84,0
3126,81,1,84,0,-12,13,3,97,94,0
3127,78,0,83,5,-46,0,4,129,124,0
3128,85,0,88,-2,2,-9,3,86,82,0
3129,71,-8,75,-5,-40,7,4,116,112,0
3130,102,2,103,0,70,-13,1,33,32,0
3131,81,2,85,5,-24,0,4,111,106,0
3132,81,-1,85,0,-22,0,4,108,104,0
3133,80,0,84,0,-28,-6,4,112,108,0
3134,81,4,84,0,-14,1,3,100,96,0
3135,123,656,105,1,36,-4,-18,69,86,0
3136,79,0,84,1,-42,-1,4,128,124,0
3137,79,4,83,0,-42,0,4,126,122,0
3138,81,0,86,0,-40,4,4,127,122,0
3139,103,5,104,2,70,-27,1,35,34,0
3140,81,0,84,0,-18,31,4,103,98,0
3141,104,4,105,0,72,5,1,33,32,0
3142,79,0,83,-3,-38,0,4,122,118,0
3143,76,0,81,-2,-40,16,5,122,118,0
3144,79,0,83,0,-30,18,4,114,110,0
3145,104,1,105,1,70,0,1,35,34,0
3146,103,0,104,-7,70,0,1,34,34,0
3147,101,0,102,0,72,19,1,30,28,0
3148,105,-5,107,0,72,0,1,35,34,0
3149,102,1,103,0,70,-5,1,33,32,0
3150,81,0,84,0,-14,21,3,100,96,0
3151,104,-9,107,-1,70,0,3,37,34,0
3152,104,3,105,0,72,2,1,33,32,0
3153,79,0,84,0,-10,32,4,94,90,0
3154,81,-1,84,0,-14,6,4,100,96,0
3155,105,-2,106,-3,72,1,1,33,32,0
3156,104,0,105,0,72,1,1,33,32,0
3157,81,1,84,0,-20,0,4,105,102,0
3158,107,1,108,0,70,0,1,38,36,0
3159,105,5,106,5,72,6,1,34,32,0
3160,81,0,84,0,-18,-12,3,103,100,0
3161,104,0,106,0,70,0,1,36,34,0
3162,81,-3,86,0,-22,0,4,109,104,0
3163,79,-1,84,0,-32,0,4,117,112,0
3164,81,0,84,0,-18,19,4,103,98,0
3165,75,3,79,3,-42,0,4,123,120,0
3166,84,-2,88,0,6,0,4,83,80,0
3167,102,0,103,0,70,-19,1,33,32,0
3168,85,0,88,-3,2,-7,3,86,82,0
3169,87,1,89,0,8,1,2,81,78,0
3170,105,2,107,5,70,0,1,37,36,0
3171,80,0,84,8,-20,0,4,105,100,0
3172,80,5,84,2,-38,-13,4,123,118,0
3173,84,0,88,0,0,12,3,88,84,0
3174,80,3,84,0,-40,6,4,126,122,0
3175,79,0,83,0,98,8098,4,-14,-18,0
3176,106,3,107,1,72,0,1,35,34,0
3177,76,0,80,-3,-42,-11,4,124,120,0
3178,102,3,102,0,72,12,1,30,30,0
3179,79,0,84,2,-32,-7,4,117,112,0
3180,80,-3,84,-4,-42,-30,4,128,124,0
3181,80,-2,84,-2,-40,12,4,126,122,0
3182,102,0,103,1,70,-8,1,33,32,0
3183,87,3,89,0,8,0,2,81,80,0
3184,84,-10,89,0,8,0,5,81,76,0
3185,79,0,83,-3,-32,-3,4,117,112,0
3186,82,5,86,0,-24,-24,4,112,108,0
3187,78,4,81,0,-40,0,4,123,120,0
3188,102,0,103,0,72,31,1,31,30,0
3189,102,-1,103,0,72,23,1,31,30,0
3190,87,4,89,0,8,0,2,81,80,0
3191,84,5,86,0,-2,0,3,89,86,0
3192,82,0,86,0,-10,23,3,96,92,0
3193,101,-1,102,-1,72,0,1,29,28,0
3194,105,6,106,2,70,0,1,36,36,0
3195,80,-2,84,0,-14,-3,4,99,96,0
3196,82,0,85,-1,-2,0,3,88,84,0
3197,108,1,109,0,72,1,1,36,36,0
3198,85,0,88,0,2,25,3,86,82,0
3199,107,0,108,0,72,8,1,36,34,0
3200,106,0,107,0,72,6,1,35,34,0
3201,80,0,84,0,-28,-28,4,112,108,0
3202,104,0,104,-4,70,0,1,35,34,0
3203,81,-3,84,0,-14,1,4,100,96,0
3204,102,0,103,0,70,-4,1,33,32,0
3205,82,0,86,1,-2,6,4,88,84,0
3206,82,0,85,-2,-10,0,3,95,92,0
3207,79,4,83,0,-46,0,4,130,126,0
3208,105,0,106,0,70,0,1,36,34,0
3209,81,0,84,0,-18,22,4,103,98,0
3210,81,0,85,0,-40,4,4,126,122,0
3211,76,0,81,-6,-42,-11,5,125,120,0
3212,83,0,86,0,-4,11,3,92,88,0
3213,84,1,88,0,0,2,3,88,84,0
3214,79,5,83,1,-42,0,4,126,122,0
3215,85,0,88,-1,0,0,3,88,84,0
3216,80,1,84,0,-32,0,4,117,114,0
3217,82,0,85,-1,-2,7,3,88,84,0
3218,71,5,75,2,-40,16,4,116,112,0
3219,105,0,106,-7,72,16,1,34,34,0
3220,85,0,89,6,2,-11,4,86,82,0
3221,76,1,81,1,-40,9,5,122,118,0
3222,84,-1,88,-2,-2,-8,3,90,88,0
3223,86,3,89,0,8,19,3,81,78,0
3224,85,0,88,-273,0,0,3,88,84,0
3225,80,0,84,0,-40,31,4,125,122,0
3226,77,0,81,0,-40,6,4,123,118,0
3227,106,0,108,0,70,0,1,38,36,0
3228,105,1,107,6,70,0,1,37,36,0
3229,82,0,85,-1,-6,6,3,93,90,0
3230,85,0,88,0,6,16,3,83,80,0
3231,81,0,84,7,-14,0,4,100,96,0
3232,80,0,85,2,-40,3,5,126,122,0
3233,85,1,88,1,-2,0,3,91,88,0
3234,84,2,87,0,-2,0,3,90,86,0
3235,83,0,86,5,-2,0,4,89,86,0
3236,106,-5,108,2,72,0,2,35,34,0
3237,82,1,86,0,-40,9,4,128,124,0
3238,79,2,83,0,-30,0,4,114,110,0
3239,84,0,88,0,0,14,3,88,84,0
3240,102,0,102,-6,72,25,1,30,30,0
3241,81,0,84,0,-22,-28,4,108,104,0
3242,106,0,108,1,72,2,1,35,34,0
3243,82,5,86,1,-2,4,3,88,84,0
3244,82,0,86,-1,-40,8,4,128,124,0
3245,80,0,84,7,-38,-2,5,123,118,0
3246,82,0,86,0,-42,-29,5,130,126,0
3247,104,2,105,2,70,0,1,35,34,0
3248,85,-4,89,0,2,0,4,86,82,0
3249,81,0,84,-2,-18,17,4,103,98,0
3250,80,0,84,4,-36,25,5,121,116,0
3251,80,0,84,3,-20,0,4,105,100,0
3252,76,-5,81,0,-40,0,4,122,118,0
3253,78,-1,83,0,-40,1,4,124,120,0
3254,85,0,88,-1,6,19,3,83,80,0
3255,105,4,106,2,72,6,1,33,32,0
3256,83,0,86,0,-4,-7,4,92,88,0
3257,106,0,108,0,70,-1,1,38,36,0
3258,81,0,84,-2,-22,0,3,108,104,0
3259,79,0,83,0,-42,-81,4,127,124,0
3260,85,5,89,0,6,-5,4,84,80,0
3261,80,1,84,6,-40,9,5,126,122,0
3262,80,0,84,-3,-42,0,4,128,124,0
3263,83,-5,86,0,-4,-15,4,92,88,0
3264,104,-1,106,-3,70,-4,1,36,34,0
3265,85,0,88,0,2,-13,3,86,82,0
3266,101,-4,102,0,70,-6,1,33,32,0
3267,73,11,77,9,-42,-5,4,121,118,0
3268,71,3,75,1,-40,16,4,116,112,0
3269,79,5,83,0,-42,0,4,127,122,0
3270,78,1,82,1,-40,12,4,123,120,0
3271,102,0,103,0,70,-3,1,33,32,0
3272,85,7,89,0,8,22,4,81,78,0
3273,105,0,106,-2,70,-1,1,36,36,0
3274,81,3,85,0,-12,0,4,98,94,0
3275,108,2,109,0,72,4,1,36,36,0
3276,102,0,103,0,70,-2,1,33,32,0
3277,85,1,88,0,2,3,3,86,82,0
3278,106,0,107,-2,70,0,1,37,36,0
3279,83,0,86,0,-6,-12,3,94,90,0
3280,83,0,86,0,-4,10,3,92,88,0
3281,105,-5,106,2,70,0,2,36,34,0
3282,104,2,105,4,70,0,1,35,34,0
3283,81,-6,86,-1,-40,0,5,127,122,0
3284,106,0,108,4,70,0,2,38,36,0
3285,123,170,105,0,36,-1,-18,69,86,0
3286,82,1,86,0,-22,4,4,109,106,0
3287,80,-3,84,0,-40,4,5,126,122,0
3288,85,0,89,0,6,16,4,84,80,0
3289,105,-4,106,0,70,0,2,36,34,0
3290,81,-1,84,-3,-18,26,4,103,98,0
3291,81,0,84,0,-18,0,4,103,98,0
3292,102,0,103,0,70,-1,1,33,32,0
3293,80,0,84,0,-24,28,4,110,106,0
3294,81,-3,85,0,-22,0,4,108,104,0
3295,105,-1,106,0,70,0,1,36,36,0
3296,47,22,79,0,42,0,31,37,6,1
3297,80,0,84,0,-32,16,4,117,114,0
3298,83,0,87,0,-42,-30,4,131,126,0
3299,106,-4,107,-6,72,0,1,35,34,0
3300,80,0,84,0,-38,-4,4,123,118,0
3301,83,-1,86,0,-6,0,4,94,90,0
3302,83,0,86,2,-2,0,4,89,86,0
3303,105,4,106,4,72,5,1,34,32,0
3304,83,0,86,-1,-4,15,3,92,88,0
3305,81,0,84,0,-22,-6,4,108,104,0
3306,84,3,86,0,-2,0,3,89,86,0
3307,82,-1,85,-7,-2,1,3,88,84,0
3308,82,3,86,0,-22,15,4,109,106,0
3309,84,6,89,0,8,23,5,81,76,0
3310,79,5,83,1,-40,9,4,125,120,0
3311,101,-2,102,0,70,-2,1,33,32,0
3312,80,0,84,0,-42,0,5,128,124,0
3313,102,-3,104,-1,72,14,1,31,30,0
3314,85,0,88,-2,6,-6,3,83,80,0
3315,101,0,102,0,70,-3,1,33,32,0
3316,80,0,84,0,-36,-29,4,120,116,0
